CookerStat, GenerateAssetRegistry=0.016898, Initialize=0.089601, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
DDCTransactionId2D2CEDE9456F6B0890E2E7A2C29C10C7_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_8E__A665B8508669C2D943614E4F40FF7408E91DE9B1, StartTime=2016.05.09-18.45.44, HierarchicalDDC=, DataSize=1993, Duration=5.561344, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
MaterialTransactionId96160CF44C0EEADFAFD4199E1144FF45_109, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ383FC06FA4950B8AD6833CF80246339F8_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FPostProcessMaterialVS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FPostProcessMaterialPS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=816.033508, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
DDCTransactionId92EEED1B4B306410271782AE7E78C622_10, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__C75693B897A6B57B7E3321CFB3EB98107F4A9026, StartTime=2016.05.09-18.57.17, HierarchicalDDC=, DataSize=23347, Duration=3.056385, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
DDCTransactionId505AF7994DB766F0BC8138870D79687E_11, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__72B8F467633BB14913B0E6CF4673CEE8E4EEE928, StartTime=2016.05.09-18.57.17, HierarchicalDDC=, DataSize=23347, Duration=18.462471, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
SavePackageTransactionIdECFC50704CB275711F57A6A3DA44E22E_7, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Content/2D/ButtleUI/MiniMapPostProsess_M.uasset, AutoPackageBackupDelegate=25.242887, FlushAsyncLoading=0.004351, FlushStreamingFunc=0.040960, BlockTillAllRequestsFinished=0.003073, ResetLoadersForSaveUnMarkAllObjects=0.128001, TagPackageExports=0.030722, BeginCacheForCookedPlatformData=0.000767, SerializeImports=0.362240, GatherLocalizableTextData=0.294913, MarkNames=0.005633, SerializeSummary=0.006653, SerializeNames=0.026882, SerializeGatherableTextData=0.006657, BuildExportMap=0.016384, SortExportsNonSeekfree=0.013310, SortExportsSeekfreeConstructor=0.040703, SortExportsSeekfreeInner=0.257026, SortExportsSeekfree=0.001535, BuildDependencyMap=0.006400, SerializeImportMap=0.003327, SerializeExportMap=0.003584, SerializeDependencyMap=0.001792, SerializeStringAssetReferenceMap=0.001278, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.816130, SerializeExports=0.186112, SerializeBulkData=0.003073, MoveFile=2.687745, UnaccountedTime=1.085952, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
SavePackageTransactionIdECFC50704CB275711F57A6A3DA44E22E_8, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/tes_Auto1.umap, AutoPackageBackupDelegate=28.719370, FlushAsyncLoading=0.010494, FlushStreamingFunc=0.042751, BlockTillAllRequestsFinished=0.004608, ResetLoadersForSaveUnMarkAllObjects=53.171982, TagPackageExports=2.082560, BeginCacheForCookedPlatformData=0.001796, SerializeImports=3.051262, GatherLocalizableTextData=23.577351, MarkNames=0.122368, SerializeSummary=0.014335, SerializeNames=0.389121, SerializeGatherableTextData=0.030208, BuildExportMap=0.245247, SortExportsNonSeekfree=0.779774, SortExportsSeekfreeConstructor=0.048384, SortExportsSeekfreeInner=17.188358, SortExportsSeekfree=0.008192, BuildDependencyMap=0.270337, SerializeImportMap=0.021502, SerializeExportMap=0.050433, SerializeDependencyMap=0.019200, SerializeStringAssetReferenceMap=0.002045, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.827076, SerializeExports=6.905601, SerializeBulkData=1.040641, MoveFile=2.673406, UnaccountedTime=0.226308, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
SavePackageTransactionIdECFC50704CB275711F57A6A3DA44E22E_9, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/Marisa_BP_Auto1.uasset, AutoPackageBackupDelegate=28.051971, FlushAsyncLoading=0.011008, FlushStreamingFunc=0.048641, BlockTillAllRequestsFinished=0.003841, ResetLoadersForSaveUnMarkAllObjects=0.139520, TagPackageExports=136.488739, BeginCacheForCookedPlatformData=0.005122, SerializeImports=137.275940, GatherLocalizableTextData=20.571653, MarkNames=0.181250, SerializeSummary=0.011519, SerializeNames=0.418305, SerializeGatherableTextData=0.193533, BuildExportMap=0.394754, SortExportsNonSeekfree=4.140287, SortExportsSeekfreeConstructor=0.007167, SortExportsSeekfreeInner=143.866913, SortExportsSeekfree=0.006657, BuildDependencyMap=0.838399, SerializeImportMap=0.034563, SerializeExportMap=0.127744, SerializeDependencyMap=0.029698, SerializeStringAssetReferenceMap=0.001278, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.276484, SerializeExports=142.316833, SerializeBulkData=0.008192, MoveFile=3.310081, UnaccountedTime=0.295933, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
MaterialTransactionId96160CF44C0EEADFAFD4199E1144FF45_110, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3D2C61A234BA5C75B4EC3D58C5533538E_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=848.033997, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
MaterialTransactionId96160CF44C0EEADFAFD4199E1144FF45_111, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ36D8CB60D46C73B5BEBFC309258F3E350_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FPostProcessMaterialVS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FPostProcessMaterialPS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=822.371033, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
MaterialTransactionId96160CF44C0EEADFAFD4199E1144FF45_112, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ39339CADE4B9CB19AF6FC97BCA25C81F5_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FPostProcessMaterialVS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FPostProcessMaterialPS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=816.579773, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
DDCTransactionId2D2CEDE9456F6B0890E2E7A2C29C10C7_9, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__9ADF71BBFDC1E9770B6B1892EE34A9D2F1FA0704, StartTime=2016.05.09-18.58.16, HierarchicalDDC=, DataSize=23347, Duration=2.787072, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
DDCTransactionId92EEED1B4B306410271782AE7E78C622_11, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__A2EA80058AA3ECF58BC39C006003BF06BC59CE29, StartTime=2016.05.09-18.58.16, HierarchicalDDC=, DataSize=23347, Duration=2.251778, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
SavePackageTransactionIdECFC50704CB275711F57A6A3DA44E22E_10, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Content/2D/ButtleUI/MiniMapPostProsess_M.uasset, AutoPackageBackupDelegate=24.948233, FlushAsyncLoading=0.004351, FlushStreamingFunc=0.036094, BlockTillAllRequestsFinished=0.002816, ResetLoadersForSaveUnMarkAllObjects=0.133634, TagPackageExports=0.043776, BeginCacheForCookedPlatformData=0.000767, SerializeImports=0.360705, GatherLocalizableTextData=0.291072, MarkNames=0.005633, SerializeSummary=0.006657, SerializeNames=0.026625, SerializeGatherableTextData=0.006653, BuildExportMap=0.016641, SortExportsNonSeekfree=0.013057, SortExportsSeekfreeConstructor=0.005119, SortExportsSeekfreeInner=0.250369, SortExportsSeekfree=0.001535, BuildDependencyMap=0.006657, SerializeImportMap=0.003330, SerializeExportMap=0.003837, SerializeDependencyMap=0.001792, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.866302, SerializeExports=0.184577, SerializeBulkData=0.003584, MoveFile=2.794243, UnaccountedTime=0.994049, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
MaterialTransactionId96160CF44C0EEADFAFD4199E1144FF45_113, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ391F2EF8C409FFA8BC84D918CE13BF6B3_Num_SM5__0___TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TSlateMaterialShaderPSDefaultfalseF90013195AD48AB03009C39E14A52DB355488E01156422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222202004044000014000000140000001400000014000000_TSlateMaterialShaderPSDefaulttrueF90013195AD48AB03009C39E14A52DB355488E01156422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222202004044000014000000140000001400000014000000_TSlateMaterialShaderPSCustomfalseF90013195AD48AB03009C39E14A52DB355488E01156422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222202004044000014000000140000001400000014000000_TSlateMaterialShaderPSBorderfalseF90013195AD48AB03009C39E14A52DB355488E01156422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222202004044000014000000140000001400000014000000_TSlateMaterialShaderPSBordertrueF90013195AD48AB03009C39E14A52DB355488E01156422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222202004044000014000000140000001400000014000000_TSlateMaterialShaderPSFontfalseF90013195AD48AB03009C39E14A52DB355488E01156422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222202004044000014000000140000001400000014000000_TSlateMaterialShaderPSFonttrueF90013195AD48AB03009C39E14A52DB355488E01156422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222202004044000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TSlateMaterialShaderVSfalse5DB7FB75376BC7B50668F01472D7C72BDD8E7B721524224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222222222220200404414000000140000001400000014000000_TSlateMaterialShaderVStrue5DB7FB75376BC7B50668F01472D7C72BDD8E7B721524224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222222222220200404414000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000005DDD757087C4520B63E8F4143980E7E403CC9C6A0000000000000000000000000000000000000000, RunGuid=RunIDCB1383084B329A7B460FAEB5AF8CB0CA
